category,subcategory,year,nwoundus,nkilledter,nwoundedter,nattacks
Terrorist Group,Front for the Liberation of the Enclave of Cabinda (FLEC),1994,0,0,0,2
Terrorist Group,Front for the Liberation of the Enclave of Cabinda (FLEC),1995,0,0,0,1
Terrorist Group,Front for the Liberation of the Enclave of Cabinda (FLEC),1999,0,0,0,1
Terrorist Group,Front for the Liberation of the Enclave of Cabinda (FLEC),2000,0,0,0,2
Terrorist Group,Front for the Liberation of the Enclave of Cabinda (FLEC),2010,0,0,0,2
Terrorist Group,Front for the Liberation of the French Somali Coast,1975,0,0,0,1
Terrorist Group,Front for the Liberation of the French Somali Coast,1976,0,0,0,2
Terrorist Group,Front for the National Liberation of Puerto Rico,1978,0,0,0,3
Terrorist Group,Front for the Restoration of Unity and Democracy,1991,0,0,0,1
Terrorist Group,Front for the Restoration of Unity and Democracy,1992,0,0,0,4
Terrorist Group,Front for the Restoration of Unity and Democracy,2017,0,0,0,1
Terrorist Group,Front of French National Liberation,1978,0,0,0,1
Terrorist Group,Front of Resistance and National Liberation of Albanians,1991,0,0,0,1
Terrorist Group,Fronte Paesanu Corsu di Liberazione (FPCL),1975,0,0,0,1
Terrorist Group,Fuerza Nueva,1978,0,0,0,2
Terrorist Group,Fuerza Nueva,1980,0,0,0,1
Terrorist Group,Fuerza Nueva,1981,0,0,0,1
Terrorist Group,Fuerza Nueva,1982,0,0,0,1
Terrorist Group,Fuerzas Armadas Revolucionarias del Pueblo (FARP),2000,0,0,0,1
Terrorist Group,Fuerzas Armadas Revolucionarias del Pueblo (FARP),2001,0,0,0,2
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1974,2,0,0,18
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1975,3,0,3,24
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1976,5,0,0,18
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1977,1,0,1,24
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1978,2,0,0,12
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1979,8,0,0,11
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1980,0,0,0,2
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1981,0,0,0,1
Terrorist Group,Fuerzas Armadas de Liberacion Nacional (FALN),1982,0,0,0,10
Terrorist Group,Fuerzas Autonómicas y Destructivas León Czolgoscz,2006,0,0,0,1
Terrorist Group,Fuerzas Populares Jose Leonardo Chirinos,1992,0,0,0,1
Terrorist Group,Fulani extremists,2002,0,0,0,1
Terrorist Group,Fulani extremists,2010,0,0,0,3
Terrorist Group,Fulani extremists,2012,0,0,0,2
Terrorist Group,Fulani extremists,2013,0,0,0,14
Terrorist Group,Fulani extremists,2014,0,2,0,161
Terrorist Group,Fulani extremists,2015,0,0,0,97
Terrorist Group,Fulani extremists,2016,0,5,0,155
Terrorist Group,Fulani extremists,2017,0,1,0,78
Terrorist Group,Fundamentalists,1994,0,0,0,1
Terrorist Group,Fundamentalists,2000,0,0,0,1
Terrorist Group,Furious Rebellion,1994,0,0,0,1
Terrorist Group,Future movement (Lebanon),2008,0,2,2,1
Terrorist Group,GAC,1970,0,0,0,2
Terrorist Group,GAC,1971,0,0,0,2
Terrorist Group,GAC,1972,0,0,0,1
Terrorist Group,GAC,1973,0,0,0,1
Terrorist Group,GAC,1974,0,0,0,1
Terrorist Group,GN-95,1996,0,0,0,1
Terrorist Group,GP II,1981,0,0,0,1
Terrorist Group,Gaddafi loyalists,1980,0,0,0,1
Terrorist Group,Ganda Koi,1994,0,0,0,1
Terrorist Group,Gang,1981,0,0,0,1
Terrorist Group,Gang,1983,0,0,0,1
Terrorist Group,Gang,1992,0,0,0,1
Terrorist Group,Gang,1996,0,0,0,1
Terrorist Group,Gang separatists terrorists,1986,0,0,0,1
Terrorist Group,Gangs of Conscience,2008,0,0,0,1
Terrorist Group,Gangs of Conscience,2009,0,0,0,1
Terrorist Group,Garo National Liberation Army,2010,0,0,0,5
Terrorist Group,Garo National Liberation Army,2011,0,1,1,20
Terrorist Group,Garo National Liberation Army,2012,0,0,0,36
Terrorist Group,Garo National Liberation Army,2013,0,0,1,34
Terrorist Group,Garo National Liberation Army,2014,0,2,0,24
Terrorist Group,Garo National Liberation Army,2015,0,0,0,24
Terrorist Group,Garo National Liberation Army,2016,0,0,0,15
Terrorist Group,Garo National Liberation Army,2017,0,0,0,8
Terrorist Group,Gathering to Aid the Oppressed,2015,0,1,0,1
Terrorist Group,Gay Liberation Front,1977,0,0,0,2
Terrorist Group,Gazteriak,1999,0,0,0,1
Terrorist Group,Gbagbo Loyalists,2012,0,1,0,7
Terrorist Group,Gbagbo Loyalists,2017,0,0,0,11
Terrorist Group,Generation of Arab Fury,1989,0,0,0,2
Terrorist Group,George Jackson Brigade,1975,0,0,0,7
Terrorist Group,George Jackson Brigade,1976,0,0,0,1
Terrorist Group,George Jackson Brigade,1977,0,0,0,12
Terrorist Group,Georgian Militants,1991,0,0,0,1
Terrorist Group,Georgian Militants,1992,0,0,0,1
Terrorist Group,Georgian Militants,2001,0,0,0,1
Terrorist Group,Georgian Sabotage Group,1994,0,0,0,1
Terrorist Group,Georgian extremists,1992,0,0,0,2
Terrorist Group,Georgian extremists,1999,0,0,0,2
Terrorist Group,Georgian guerrillas,1992,0,0,0,1
Terrorist Group,German Resistance Movement,2014,0,0,0,2
Terrorist Group,German Speaking Separatists,1981,0,0,0,1
Terrorist Group,German Speaking Separatists,1986,0,0,0,2
Terrorist Group,Ghniwah Militia,2016,0,0,0,1
Terrorist Group,Gholam Yahya Akbar,2009,0,0,0,1
Terrorist Group,Gilad Shalhevet Brigades,2001,0,0,0,1
Terrorist Group,Global Intifada,2005,0,0,0,2
Terrorist Group,Global Intifada,2009,0,0,0,1
Terrorist Group,God our Father Cult,1990,0,0,0,1
Terrorist Group,God's Army,2000,0,9,0,2
Terrorist Group,God's Oppressed Army,1992,0,0,0,2
Terrorist Group,Golden Dawn,2013,0,0,0,1
Terrorist Group,Gono Bahini (GB),2009,0,4,0,2
Terrorist Group,Good Vision Party (India),2017,0,0,0,1
Terrorist Group,Gorkha Janmukti Morcha (GJM),2017,0,0,0,67
Terrorist Group,Gorkha Liberation Army (GLA),2017,0,0,0,9
Terrorist Group,Government Supporters,2000,0,0,0,1
Terrorist Group,Government Supporters,2012,0,0,0,1
Terrorist Group,Government Supporters,2017,0,0,0,1
Terrorist Group,Gracchus Babeuf,1989,0,0,0,1
Terrorist Group,Gracchus Babeuf,1990,0,0,0,2
Terrorist Group,Gracchus Babeuf,1991,0,0,0,2
Terrorist Group,Great Eastern Islamic Raiders Front (IBDA-C),1994,0,0,0,21
Terrorist Group,Great Eastern Islamic Raiders Front (IBDA-C),1995,0,1,0,1
Terrorist Group,Great Eastern Islamic Raiders Front (IBDA-C),1997,0,0,0,1
Terrorist Group,Great Eastern Islamic Raiders Front (IBDA-C),1999,0,0,0,4
Terrorist Group,Great Eastern Islamic Raiders Front (IBDA-C),2000,0,0,0,4
Terrorist Group,Great Eastern Islamic Raiders Front (IBDA-C),2001,0,0,0,3
Terrorist Group,Great Eastern Islamic Raiders Front (IBDA-C),2003,0,2,0,2
Terrorist Group,Great Japan Patriotic Party,1992,0,0,0,1
Terrorist Group,Greater Damascus Operations Room,2014,0,0,0,2
Terrorist Group,Greek Anarchists' Union,1992,0,0,0,2
Terrorist Group,Greek Anti-Dictatorial Youth (EAN),1973,0,0,0,1
Terrorist Group,Greek Bulgarian Armenian Front,1986,0,1,0,1
Terrorist Group,Greek National Socialist Organization,1977,0,0,0,2
Terrorist Group,Greek National Socialist Organization,1978,0,0,0,1
Terrorist Group,Greek Popular Resistance,1979,0,0,0,1
Terrorist Group,Grey Wolves,1981,0,0,0,1
Terrorist Group,Grey Wolves,1988,0,0,0,2
Terrorist Group,Grey Wolves,1998,0,0,0,5
Terrorist Group,Group Yuri Choukewitch,1980,0,0,0,1
Terrorist Group,Group for Martyred Isam as-Sartawi,1983,0,0,0,2
Terrorist Group,Group for a Strong Revolutionary Movement,1991,0,0,0,1
Terrorist Group,Group of Carlo Giuliani,2001,0,0,0,1
Terrorist Group,Group of Popular Fighters,2013,0,0,0,2
Terrorist Group,Group of Popular Fighters,2014,0,0,0,2
Terrorist Group,Group of Popular Fighters,2015,0,0,0,1
Terrorist Group,Group of Popular Fighters,2016,0,0,0,1
Terrorist Group,Group of Popular Fighters,2017,0,0,0,2
Terrorist Group,Group of the Fatima Church Attack,2015,0,0,0,1
Terrorist Group,Groups Seeking Independence,1986,0,0,0,1
Terrorist Group,Groups for Dissemination of Revolutionary Theory and Action,2010,0,0,0,1
Terrorist Group,Groups of Martyr Baha Eleyan,2017,0,1,0,1
Terrorist Group,Grozny Jamaat,2002,0,0,0,1
Terrorist Group,Grupo Armado de Liberacion Argentina (GALA),1983,0,0,0,1
Terrorist Group,Grupo Estrella,1980,0,0,0,2
Terrorist Group,Grupo Estrella,1981,0,0,0,1
Terrorist Group,Grupo Estrella,1982,1,0,0,1
Terrorist Group,Grupo Libertad,1992,0,0,0,1
Terrorist Group,Grupo de Combatientes Populares,1997,0,0,0,1
Terrorist Group,Grupo de Combatientes Populares,2000,0,0,0,1
Terrorist Group,Gruppe Haw Weg Den Scheiss,1984,0,0,0,1
Terrorist Group,Gruppe Haw Weg Den Scheiss,1985,0,0,0,1
Terrorist Group,Guadalcanal Liberation Army,1999,0,0,0,1
Terrorist Group,Guadalcanal Liberation Front (GLF),2002,0,0,0,1
Terrorist Group,Guadeloupe Liberation Army,1980,0,0,0,1
Terrorist Group,Guadeloupe Liberation Army,1981,0,0,0,3
Terrorist Group,Guadeloupe Liberation Army,1983,0,0,0,3
Terrorist Group,Guadeloupe Separatists,1981,0,0,0,1
Terrorist Group,Guajajara Tribe,1992,0,0,0,1
Terrorist Group,Guardians of the Islamic Revolution,1987,0,0,0,2
Terrorist Group,Guards of the Fighting Proletariat,1979,0,0,0,1
Terrorist Group,Guardsmen of Islam,1980,0,0,0,1
Terrorist Group,Guardsmen of Islam,1984,0,0,0,1
Terrorist Group,Guatemalan Communist Party,1980,0,0,0,1
Terrorist Group,Guatemalan Communist Party,1983,0,0,0,1
Terrorist Group,Guatemalan Labor Party (PGT),1978,0,0,0,2
Terrorist Group,Guatemalan Labor Party (PGT),1979,0,0,0,4
Terrorist Group,Guatemalan Labor Party (PGT),1980,0,0,0,2
Terrorist Group,Guatemalan Labor Party (PGT),1981,0,0,0,3
Terrorist Group,Guatemalan Labor Party (PGT),1982,0,0,0,1
Terrorist Group,Guatemalan Labor Party (PGT),1983,0,0,0,3
Terrorist Group,Guatemalan Labor Party (PGT),1984,0,0,0,2
Terrorist Group,Guatemalan Labor Party (PGT),1987,0,0,0,3
Terrorist Group,Guatemalan Labor Party (PGT),1988,0,0,0,1
Terrorist Group,Guatemalan Labor Party (PGT),1990,0,0,0,1
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1983,0,0,0,1
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1985,0,0,0,1
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1987,0,0,0,6
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1988,0,0,0,4
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1989,0,0,0,13
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1990,0,0,0,17
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1991,0,0,0,35
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1992,1,0,0,9
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1994,0,0,0,11
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1995,0,0,0,28
Terrorist Group,Guatemalan National Revolutionary Unity (URNG),1996,0,0,0,6
Terrorist Group,Guatemalan hired assasins,1997,0,0,0,1
Terrorist Group,Guaycaipuro Indians,1996,0,0,0,1
Terrorist Group,Guerilla Party of the Galician Poor,1991,0,0,0,3
Terrorist Group,Guerrilla Army of the Poor (EGP),1975,0,0,0,3
Terrorist Group,Guerrilla Army of the Poor (EGP),1976,0,0,0,9
Terrorist Group,Guerrilla Army of the Poor (EGP),1977,0,0,0,3
Terrorist Group,Guerrilla Army of the Poor (EGP),1978,0,1,0,10
Terrorist Group,Guerrilla Army of the Poor (EGP),1979,0,0,0,23
Terrorist Group,Guerrilla Army of the Poor (EGP),1980,0,0,0,25
Terrorist Group,Guerrilla Army of the Poor (EGP),1981,0,2,0,38
Terrorist Group,Guerrilla Army of the Poor (EGP),1982,0,0,0,33
Terrorist Group,Guerrilla Army of the Poor (EGP),1983,0,0,0,2
Terrorist Group,Guerrilla Army of the Poor (EGP),1984,0,0,0,2
Terrorist Group,Guerrilla Army of the Poor (EGP),1985,0,0,0,2
Terrorist Group,Guerrilla Army of the Poor (EGP),1987,0,0,0,3
Terrorist Group,Guerrilla Army of the Poor (EGP),1988,0,0,0,1
Terrorist Group,Guerrilla Army of the Poor (EGP),1989,0,0,0,1
Terrorist Group,Guerrilla Army of the Poor (EGP),1994,0,0,0,2
Terrorist Group,Guerrilla Command Force 97,1997,0,0,0,1
Terrorist Group,Guerrilla Commando of the people,1981,0,0,0,1
Terrorist Group,Guerrilla Forces for Liberation,1987,0,0,0,7
Terrorist Group,Guerrilla Movement of the Poor (MGP),1991,0,0,0,1
Terrorist Group,Guerrillas,1978,0,0,0,1
Terrorist Group,Guerrillas,1979,0,0,0,17
Terrorist Group,Guerrillas,1980,0,0,0,4
Terrorist Group,Guerrillas,1981,0,3,0,11
Terrorist Group,Guerrillas,1984,0,0,0,2
Terrorist Group,Guerrillas,1985,0,0,0,3
Terrorist Group,Guerrillas,1987,0,0,0,3
Terrorist Group,Guerrillas,1991,0,0,0,5
Terrorist Group,Guerrillas,1992,0,0,0,1
Terrorist Group,Guerrillas,1994,0,0,0,1
Terrorist Group,Guerrillas,1995,0,0,0,1
Terrorist Group,Guerrillas,2000,0,0,0,2
Terrorist Group,Guerrillas of Christ the King,1977,0,0,0,1
Terrorist Group,Guerrillas of Christ the King,1979,0,0,0,1
Terrorist Group,Gugama Youth Federation,2006,0,0,0,1
Terrorist Group,Gulf Cartel,2008,0,0,0,1
Terrorist Group,Gun runners,1996,0,0,0,1
Terrorist Group,Gunib Group,2016,0,1,0,1
Terrorist Group,Gunmen,1980,0,0,0,3
Terrorist Group,Gunmen,1981,0,0,0,1
Terrorist Group,Gunmen,1982,0,0,0,2
Terrorist Group,Gunmen,1983,0,0,0,1
Terrorist Group,Gunmen,1986,0,0,0,3
Terrorist Group,Gunmen,1987,0,0,0,1
Terrorist Group,Gunmen,1994,0,0,0,3
Terrorist Group,Gunmen,1995,0,0,0,11
Terrorist Group,Gunmen,1996,0,0,0,14
Terrorist Group,Gunmen,1997,0,0,0,1
Terrorist Group,Gunmen,1998,0,0,0,1
Terrorist Group,Gunmen,1999,0,0,1,2
Terrorist Group,Gunmen,2000,0,2,0,32
Terrorist Group,Gunmen,2001,0,0,1,30
Terrorist Group,Gunmen,2002,0,2,0,35
Terrorist Group,Gunmen,2003,0,0,0,2
Terrorist Group,Gunmen,2004,0,0,0,1
Terrorist Group,Gunmen,2008,0,4,0,3
Terrorist Group,Gunmen,2009,0,0,0,11
Terrorist Group,Gunmen,2010,0,0,0,5
Terrorist Group,Gunmen,2011,0,6,1,118
Terrorist Group,Gunmen loyal to Mohammad Farah Aideed,1992,0,0,0,1
Terrorist Group,Gurkha National Liberation Front (GNLF),1987,0,0,0,20
Terrorist Group,Gurkha National Liberation Front (GNLF),1988,0,0,0,38
Terrorist Group,Gurkha National Liberation Front (GNLF),1989,0,0,0,1
Terrorist Group,Gutierrez Gomez Resistance Group,1984,0,0,0,2
Terrorist Group,H-World/Heavenly Group,1995,0,0,0,1
Terrorist Group,Habi's Er'roub seriat,2001,0,0,0,1
Terrorist Group,Habr Gedir Clan,1994,0,0,0,2
Terrorist Group,Habr Gedir Clan,2002,0,0,0,1
Terrorist Group,Hadramawt Province of the Islamic State,2015,0,19,0,7
Terrorist Group,Hadramawt Province of the Islamic State,2016,0,9,0,9
Terrorist Group,Hadramawt Tribes Alliance,2014,0,0,0,2
Terrorist Group,Hadramawt Tribes Alliance,2015,0,0,0,1
Terrorist Group,Hafeez Brohi Group,2017,0,3,0,1
Terrorist Group,Hafiz Gul Bahadur Group,2014,0,0,0,1
Terrorist Group,Haftar Militia,2014,0,5,1,25
Terrorist Group,Haika,2001,0,0,0,1
Terrorist Group,Haji Fateh,2016,0,0,0,1
Terrorist Group,Halqa-e-Mehsud,2014,0,2,0,1
Terrorist Group,Halqa-e-Mehsud,2015,0,34,9,12
Terrorist Group,Halqa-e-Mehsud,2016,0,1,0,10
Terrorist Group,Hamas (Islamic Resistance Movement),1989,0,0,0,2
Terrorist Group,Hamas (Islamic Resistance Movement),1990,0,0,0,2
Terrorist Group,Hamas (Islamic Resistance Movement),1991,1,0,0,3
Terrorist Group,Hamas (Islamic Resistance Movement),1992,0,0,0,16
Terrorist Group,Hamas (Islamic Resistance Movement),1994,0,0,6,41
Terrorist Group,Hamas (Islamic Resistance Movement),1995,0,3,0,6
Terrorist Group,Hamas (Islamic Resistance Movement),1996,3,2,0,10
Terrorist Group,Hamas (Islamic Resistance Movement),1997,0,1,0,2
Terrorist Group,Hamas (Islamic Resistance Movement),1998,0,4,1,6
Terrorist Group,Hamas (Islamic Resistance Movement),1999,0,0,0,4
Terrorist Group,Hamas (Islamic Resistance Movement),2000,0,1,0,1
Terrorist Group,Hamas (Islamic Resistance Movement),2001,1,23,2,31
Terrorist Group,Hamas (Islamic Resistance Movement),2002,4,29,2,31
Terrorist Group,Hamas (Islamic Resistance Movement),2003,0,18,0,35
Terrorist Group,Hamas (Islamic Resistance Movement),2004,0,9,0,14
Terrorist Group,Hamas (Islamic Resistance Movement),2005,0,2,0,16
Terrorist Group,Hamas (Islamic Resistance Movement),2006,0,4,0,19
Terrorist Group,Hamas (Islamic Resistance Movement),2007,0,11,1,37
Terrorist Group,Hamas (Islamic Resistance Movement),2008,0,2,0,10
Terrorist Group,Hamas (Islamic Resistance Movement),2012,0,2,2,23
Terrorist Group,Hamas (Islamic Resistance Movement),2013,0,2,1,1
Terrorist Group,Hamas (Islamic Resistance Movement),2014,3,12,0,66
Terrorist Group,Hamas (Islamic Resistance Movement),2015,0,3,1,10
Terrorist Group,Hamas (Islamic Resistance Movement),2016,1,7,1,20
Terrorist Group,Hamas (Islamic Resistance Movement),2017,0,0,0,2
Terrorist Group,Hamawand Tribe,1992,0,0,0,1
Terrorist Group,Hamza Combat Group against Atheism and Heresy,2014,0,0,0,1
Terrorist Group,Hanafi Muslims,1977,0,0,0,3
Terrorist Group,Hanchongryun,1996,0,0,0,1
Terrorist Group,Haqqani Network,2006,0,3,0,3
Terrorist Group,Haqqani Network,2007,0,1,0,1
Terrorist Group,Haqqani Network,2008,0,9,0,8
Terrorist Group,Haqqani Network,2009,6,3,0,3
Terrorist Group,Haqqani Network,2010,4,40,0,14
Terrorist Group,Haqqani Network,2011,77,40,0,10
Terrorist Group,Haqqani Network,2012,102,50,0,24
Terrorist Group,Haqqani Network,2013,0,0,0,2
Terrorist Group,Haqqani Network,2014,0,64,0,6
Terrorist Group,Haqqani Network,2015,0,3,0,6
Terrorist Group,Haqqani Network,2016,0,1,0,1
Terrorist Group,Haqqani Network,2017,0,8,3,8
Terrorist Group,Harakat Ansar Iran (HAI),2012,0,1,0,1
Terrorist Group,Harakat al-Nujaba,2016,0,0,0,1
Terrorist Group,Harakat ul-Mujahidin (HuM),1999,0,0,0,2
Terrorist Group,Harakat ul-Mujahidin (HuM),2004,0,0,0,1
Terrorist Group,Harakat ul-Mujahidin Al-Almi,2002,0,0,0,1
Terrorist Group,Harakat-i-Inqilahi-i-Islami,1992,0,0,0,1
Terrorist Group,Harkat ul Ansar,1994,0,0,0,2
Terrorist Group,Harkat ul Ansar,1995,0,0,0,7
Terrorist Group,Harkat ul Ansar,1997,0,0,0,2
Terrorist Group,Harkatul Jihad-e-Islami,1999,0,0,0,1
Terrorist Group,Harkatul Jihad-e-Islami,2001,0,1,2,1
Terrorist Group,Harkatul Jihad-e-Islami,2002,0,0,0,1
Terrorist Group,Harkatul Jihad-e-Islami,2004,0,0,0,2
Terrorist Group,Harkatul Jihad-e-Islami,2005,0,3,0,1
Terrorist Group,Harkatul Jihad-e-Islami,2007,0,2,0,3
Terrorist Group,Harkatul Jihad-e-Islami,2008,0,0,0,5
Terrorist Group,Harkatul Jihad-e-Islami,2011,0,0,0,1
Terrorist Group,Harkatul Jihad-e-Islami,2015,0,0,0,2
Terrorist Group,Harkatul Jihad-e-Islami,2017,0,0,0,1
Terrorist Group,Hasam Movement,2016,0,0,0,8
Terrorist Group,Hasam Movement,2017,0,0,0,8
Terrorist Group,Hasmoneans (Jewish Settler Group),1992,0,0,0,1
Terrorist Group,Hassan Mabkhut Group,2013,0,0,0,2
Terrorist Group,Hatikvah Leumi or National Hope,1980,0,0,0,1
Terrorist Group,Hauso Ethnic Group,1992,0,0,0,1
Terrorist Group,Hawaiian extremists,1979,1,0,0,1
Terrorist Group,Hay Andalus Defense Operations Room,2017,0,0,0,1
Terrorist Group,Hay'at Tahrir al-Sham,2017,0,37,0,40
Terrorist Group,Hector Rio De Brigade,1983,0,0,0,1
Terrorist Group,Hekla Reception Committee-Initiative for More Social Eruptions,2011,0,0,0,5
Terrorist Group,Hells Angels,1999,0,0,0,1
Terrorist Group,Heroes of Canto Grande,1992,0,0,0,1
Terrorist Group,Hezb-e Wahdat-e Islami-yi Afghanistan,1992,0,0,0,5
Terrorist Group,Hezbollah,1983,75,1,1,14
Terrorist Group,Hezbollah,1984,20,0,0,12
Terrorist Group,Hezbollah,1985,14,0,0,26
Terrorist Group,Hezbollah,1986,0,0,2,14
Terrorist Group,Hezbollah,1987,0,0,0,18
Terrorist Group,Hezbollah,1988,0,3,0,12
Terrorist Group,Hezbollah,1989,0,0,0,8
Terrorist Group,Hezbollah,1990,0,0,0,13
Terrorist Group,Hezbollah,1991,0,0,0,24
Terrorist Group,Hezbollah,1992,0,1,0,35
Terrorist Group,Hezbollah,1994,0,0,0,38
Terrorist Group,Hezbollah,1995,0,0,0,27
Terrorist Group,Hezbollah,1996,0,0,0,22
Terrorist Group,Hezbollah,1997,0,0,0,19
Terrorist Group,Hezbollah,1998,0,2,0,20
Terrorist Group,Hezbollah,1999,0,5,0,27
Terrorist Group,Hezbollah,2000,0,0,0,10
Terrorist Group,Hezbollah,2001,0,0,0,1
Terrorist Group,Hezbollah,2002,0,0,0,4
Terrorist Group,Hezbollah,2003,0,0,0,2
Terrorist Group,Hezbollah,2004,0,0,0,3
Terrorist Group,Hezbollah,2005,0,0,0,1
Terrorist Group,Hezbollah,2006,0,9,0,13
Terrorist Group,Hezbollah,2008,0,0,0,11
Terrorist Group,Hezbollah,2012,0,1,0,7
Terrorist Group,Hezbollah,2013,0,5,0,7
Terrorist Group,Hezbollah,2014,0,2,0,11
Terrorist Group,Hezbollah,2015,0,0,0,2
Terrorist Group,Hezbollah,2016,0,0,0,3
Terrorist Group,Hezbollah,2017,0,0,0,2
Terrorist Group,Hezbollah Palestine,1992,0,0,0,2
Terrorist Group,Hezbollah Palestine,2001,0,0,0,1
Terrorist Group,High Council for the Unity of Azawad (HCUA),2017,0,1,0,4
Terrorist Group,Hijaz Province of the Islamic State,2015,0,2,0,2
Terrorist Group,Hijaz Province of the Islamic State,2016,0,2,0,4
Terrorist Group,Hill Students Council,1992,0,0,0,1
Terrorist Group,Hill Tiger Force (HTF),2011,0,0,0,4
Terrorist Group,Himali Tigers,2009,0,0,0,1
Terrorist Group,Hindu Illaignar Sena,2015,0,0,0,1
Terrorist Group,Hindu Illaignar Sena,2016,0,0,0,1
Terrorist Group,Hindu Morcha Nepal,2015,0,0,0,4
Terrorist Group,Hindu extremists,1991,0,0,0,3
Terrorist Group,Hindu extremists,1992,0,0,0,4
Terrorist Group,Hindu extremists,1995,0,0,0,1
Terrorist Group,Hindu extremists,2000,0,0,0,4
Terrorist Group,Hindu extremists,2016,0,0,0,3
Terrorist Group,Hindu extremists,2017,0,0,0,4
Terrorist Group,Hiroyuki Jo,1995,0,0,0,1
Terrorist Group,Hizb al-Tahrir al-Islami (HT),2005,0,0,0,1
Terrorist Group,Hizb al-Tahrir al-Islami (HT),2006,0,0,0,1
Terrorist Group,Hizb al-Tahrir al-Islami (HT),2016,0,0,0,1
Terrorist Group,Hizb-I-Islami,1988,0,0,0,1
Terrorist Group,Hizb-I-Islami,1991,1,0,0,3
Terrorist Group,Hizb-I-Islami,1992,0,0,0,3
Terrorist Group,Hizb-I-Islami,2002,0,0,0,1
Terrorist Group,Hizb-I-Islami,2003,0,0,0,4
Terrorist Group,Hizb-I-Islami,2005,0,0,0,1
Terrorist Group,Hizb-I-Islami,2007,0,0,0,1
Terrorist Group,Hizb-I-Islami,2008,0,0,0,6
Terrorist Group,Hizb-I-Islami,2009,0,0,0,4
Terrorist Group,Hizb-I-Islami,2010,0,0,0,2
Terrorist Group,Hizb-I-Islami,2012,0,3,0,7
Terrorist Group,Hizb-I-Islami,2013,0,4,2,5
Terrorist Group,Hizb-I-Islami,2014,0,5,0,2
Terrorist Group,Hizb-I-Islami,2015,0,1,0,1
Terrorist Group,Hizb-I-Islami,2016,0,0,0,2
Terrorist Group,Hizb-I-Islami,2017,0,0,0,1
Terrorist Group,Hizballah-Iraq,2017,0,0,0,1
Terrorist Group,Hizbul Mujahideen (HM),1990,0,0,0,6
Terrorist Group,Hizbul Mujahideen (HM),1991,0,0,0,1
Terrorist Group,Hizbul Mujahideen (HM),1992,0,0,0,1
Terrorist Group,Hizbul Mujahideen (HM),1994,0,0,0,2
Terrorist Group,Hizbul Mujahideen (HM),1995,0,0,0,3
Terrorist Group,Hizbul Mujahideen (HM),1998,0,0,0,1
Terrorist Group,Hizbul Mujahideen (HM),1999,0,6,3,6
Terrorist Group,Hizbul Mujahideen (HM),2000,0,3,0,11
Terrorist Group,Hizbul Mujahideen (HM),2001,0,0,0,11
Terrorist Group,Hizbul Mujahideen (HM),2002,0,0,0,4
Terrorist Group,Hizbul Mujahideen (HM),2003,0,0,0,8
Terrorist Group,Hizbul Mujahideen (HM),2004,0,0,0,4
Terrorist Group,Hizbul Mujahideen (HM),2005,0,3,0,5
Terrorist Group,Hizbul Mujahideen (HM),2006,0,1,0,5
Terrorist Group,Hizbul Mujahideen (HM),2007,0,0,0,2
Terrorist Group,Hizbul Mujahideen (HM),2008,0,1,0,6
Terrorist Group,Hizbul Mujahideen (HM),2009,0,1,2,5
Terrorist Group,Hizbul Mujahideen (HM),2010,0,0,0,3
Terrorist Group,Hizbul Mujahideen (HM),2011,0,0,0,1
Terrorist Group,Hizbul Mujahideen (HM),2012,0,1,0,6
Terrorist Group,Hizbul Mujahideen (HM),2013,0,6,5,18
Terrorist Group,Hizbul Mujahideen (HM),2014,0,0,0,21
Terrorist Group,Hizbul Mujahideen (HM),2015,0,3,0,12
Terrorist Group,Hizbul Mujahideen (HM),2016,0,7,0,16
Terrorist Group,Hizbul Mujahideen (HM),2017,0,3,0,41
Terrorist Group,Hizbul al Islam (Somalia),2008,0,0,0,1
Terrorist Group,Hizbul al Islam (Somalia),2009,0,0,0,1
Terrorist Group,Hizbul al Islam (Somalia),2010,0,20,23,16
Terrorist Group,Hmar People's Convention-Democracy (HPC-D),2008,0,0,0,1
Terrorist Group,Hmar People's Convention-Democracy (HPC-D),2014,0,0,0,2
Terrorist Group,Hmar People's Convention-Democracy (HPC-D),2015,0,0,0,3
Terrorist Group,Hofstad Network,2004,0,0,1,1
Terrorist Group,Holders of the Black Banners,2004,0,0,0,1
